sex,method,age_group,sample,race,published_estimate,effect,ma_method,mean,lb,ub,p,k,set,set_es,kc,full_set,rank,ci
men,all_method,all_age_group,healthy,white,all_published_estimate,z,RE_DL,-0.0030719352254592095,-0.04285952439044895,0.03672538247742636,0.8797972078089988,16,"1,2,4,6,7,10,11,12,14,17,18,20,21,25,28,30","1,2,4,6,7,10,11,12,14,17,18,20,21,25,28,30",16,0,123,0.07958490686787531
women,image,all_age_group,all_sample,all_race,yes,r,unweighted,-0.0028888888888888905,-0.05853381484665825,0.05275603706888046,0.9189515909394654,9,"8,13,16,22,23,24,27,29,31","8,13,16,22,23,24,27,29,31",9,0,124,0.11128985191553871
men,all_method,all_age_group,all_sample,white,all_published_estimate,z,RE_DL,-0.00277415199817568,-0.03505751754233422,0.02951499715592392,0.8663096727284672,18,"1,2,4,5,6,7,10,11,12,14,17,18,19,20,21,25,28,30","1,2,4,5,6,7,10,11,12,14,17,18,19,20,21,25,28,30",18,0,125,0.06457251469825814
women,image,all_age_group,all_sample,all_race,all_published_estimate,r,unweighted,-0.0026000000000000086,-0.05796048200071163,0.05276048200071161,0.926658687193433,10,"3,8,13,16,22,23,24,27,29,31","3,8,13,16,22,23,24,27,29,31",10,0,126,0.11072096400142324
men,all_method,all_age_group,healthy,white,all_published_estimate,z,REML,-0.00186979772046335,-0.03061677683126585,0.02688027209322047,0.8985919973773848,16,"1,2,4,6,7,10,11,12,14,17,18,20,21,25,28,30","1,2,4,6,7,10,11,12,14,17,18,20,21,25,28,30",16,0,127,0.057497048924486316
men,all_method,all_age_group,healthy,white,all_published_estimate,z,FE,-0.0018678838064682631,-0.030609903061422077,0.026877221921998203,0.8986778342448715,16,"1,2,4,6,7,10,11,12,14,17,18,20,21,25,28,30","1,2,4,6,7,10,11,12,14,17,18,20,21,25,28,30",16,0,128,0.057487124983420276
men,all_method,all_age_group,all_sample,white,all_published_estimate,z,REML,-0.001645928920735831,-0.029999371164082956,0.026710159959548438,0.9094433489093336,18,"1,2,4,5,6,7,10,11,12,14,17,18,19,20,21,25,28,30","1,2,4,5,6,7,10,11,12,14,17,18,19,20,21,25,28,30",18,0,129,0.05670953112363139
men,all_method,all_age_group,all_sample,white,all_published_estimate,z,FE,-0.0016441355613283943,-0.02999280385418216,0.02670717559423528,0.9095264112768583,18,"1,2,4,5,6,7,10,11,12,14,17,18,19,20,21,25,28,30","1,2,4,5,6,7,10,11,12,14,17,18,19,20,21,25,28,30",18,0,130,0.05669997944841744
men,all_method,all_age_group,healthy,white,yes,z,REML,-0.0008699437274506765,-0.029936219694021673,0.028197802255704542,0.9532364472407621,14,"1,6,7,10,11,12,14,17,18,20,21,25,28,30","1,6,7,10,11,12,14,17,18,20,21,25,28,30",14,0,131,0.058134021949726215
men,all_method,all_age_group,healthy,white,yes,z,FE,-0.0008680491951808606,-0.029928328752580564,0.02819369657212284,0.953328545194521,14,"1,6,7,10,11,12,14,17,18,20,21,25,28,30","1,6,7,10,11,12,14,17,18,20,21,25,28,30",14,0,132,0.058122025324703404
men,all_method,all_age_group,all_sample,white,yes,z,REML,-0.0007452371656968789,-0.02972240627044204,0.028233183509813915,0.9598105752701035,15,"1,6,7,10,11,12,14,17,18,19,20,21,25,28,30","1,6,7,10,11,12,14,17,18,19,20,21,25,28,30",15,0,133,0.05795558978025596
men,all_method,all_age_group,all_sample,white,yes,z,FE,-0.0007032341393104942,-0.029542600751112005,0.028137302292938562,0.9618927358798021,15,"1,6,7,10,11,12,14,17,18,19,20,21,25,28,30","1,6,7,10,11,12,14,17,18,19,20,21,25,28,30",15,0,134,0.057679903044050566
men,image,adults,healthy,white,all_published_estimate,r,unweighted,-0.0006428571428571429,-0.09057304622911334,0.08928733194339906,0.9888215159512787,7,"2,4,6,10,11,18,25","2,4,6,10,11,18,25",7,0,135,0.1798603781725124
men,image,adults,healthy,white,all_published_estimate,z,unweighted,-0.0006358699142994358,-0.09057393914157072,0.08931248741458218,0.9889744858662947,7,"2,4,6,10,11,18,25","2,4,6,10,11,18,25",7,0,136,0.1798864265561529
all_sex,image,adults,healthy,white,all_published_estimate,r,unweighted,-0.0005625000000000005,-0.0845972605447455,0.08347226054474549,0.9895325895459295,8,"2,3,4,6,10,11,18,25","2,3,4,6,10,11,18,25",8,0,137,0.168069521089491
all_sex,image,adults,healthy,white,all_published_estimate,z,unweighted,-0.0005563861925873165,-0.08459888214201669,0.0834939701627788,0.989672212478587,8,"2,3,4,6,10,11,18,25","2,3,4,6,10,11,18,25",8,0,138,0.16809285230479548
men,image,adults,healthy,white,yes,r,RE_DL,-0.0003700277668859534,-0.086856173172012,0.08611611763824009,0.9933093111127678,5,"6,10,11,18,25","6,10,11,18,25",5,0,139,0.1729722908102521
men,image,adults,healthy,white,yes,r,FE,-0.0003700277668859534,-0.086856173172012,0.08611611763824009,0.9933093111127678,5,"6,10,11,18,25","6,10,11,18,25",5,0,140,0.1729722908102521
men,image,adults,healthy,white,yes,r,REML,-0.0003700277668859534,-0.086856173172012,0.08611611763824009,0.9933093111127678,5,"6,10,11,18,25","6,10,11,18,25",5,0,141,0.1729722908102521
men,all_method,all_age_group,all_sample,white,yes,z,RE_DL,-0.00035740012822489756,-0.04217367623620029,0.04146012591767688,0.9866427408653909,15,"1,6,7,10,11,12,14,17,18,19,20,21,25,28,30","1,6,7,10,11,12,14,17,18,19,20,21,25,28,30",15,0,142,0.08363380215387717
men,image,adults,healthy,white,yes,z,FE,-0.00035138597169273415,-0.08692015529600154,0.08622265035334091,0.9936685230848454,5,"6,10,11,18,25","6,10,11,18,25",5,0,143,0.17314280564934245
men,image,adults,healthy,white,yes,z,REML,-0.00035138597169273415,-0.08692015529600154,0.08622265035334091,0.9936685230848454,5,"6,10,11,18,25","6,10,11,18,25",5,0,144,0.17314280564934245
men,image,adults,healthy,white,yes,z,RE_DL,-0.00035138597169273415,-0.08692015529600154,0.08622265035334091,0.9936685230848454,5,"6,10,11,18,25","6,10,11,18,25",5,0,145,0.17314280564934245
men,image,adults,all_sample,white,all_published_estimate,r,unweighted,-0.0003000000000000008,-0.08510752619734906,0.08450752619734907,0.994468135514096,8,"2,4,5,6,10,11,18,25","2,4,5,6,10,11,18,25",8,0,146,0.16961505239469812
men,image,adults,all_sample,white,all_published_estimate,z,unweighted,-0.00029388586653913317,-0.08510362617746554,0.08452008231657933,0.9945941699709497,8,"2,4,5,6,10,11,18,25","2,4,5,6,10,11,18,25",8,0,147,0.16962370849404487
all_sex,image,adults,all_sample,white,all_published_estimate,r,unweighted,-0.0002666666666666659,-0.08007984143110755,0.07954650809777422,0.9947750854224049,9,"2,3,4,5,6,10,11,18,25","2,3,4,5,6,10,11,18,25",9,0,148,0.15962634952888177
all_sex,image,adults,all_sample,white,all_published_estimate,z,unweighted,-0.0002612318829465511,-0.08007771160396832,0.07955857642157511,0.9948927763171431,9,"2,3,4,5,6,10,11,18,25","2,3,4,5,6,10,11,18,25",9,0,149,0.15963628802554342
men,all_method,all_age_group,healthy,white,yes,z,RE_DL,0.0003781023321170582,-0.044508189018650494,0.0452628701489889,0.9868362539355001,14,"1,6,7,10,11,12,14,17,18,20,21,25,28,30","1,6,7,10,11,12,14,17,18,20,21,25,28,30",14,0,150,0.08977105916763939
men,all_method,all_age_group,healthy,white,all_published_estimate,r,REML,0.0007413480366373461,-0.02788553579365644,0.02936823186693113,0.9595191359686627,16,"1,2,4,6,7,10,11,12,14,17,18,20,21,25,28,30","1,2,4,6,7,10,11,12,14,17,18,20,21,25,28,30",16,0,151,0.05725376766058757
men,all_method,all_age_group,healthy,white,all_published_estimate,r,FE,0.0007425804665515605,-0.02787839251663577,0.029363553449738893,0.9594435309480263,16,"1,2,4,6,7,10,11,12,14,17,18,20,21,25,28,30","1,2,4,6,7,10,11,12,14,17,18,20,21,25,28,30",16,0,152,0.05724194596637466
women,image,adults,healthy,all_race,all_published_estimate,r,unweighted,0.0007500000000000007,-0.07723595822918354,0.07873595822918354,0.9849614041977477,4,"3,16,23,27","3,16,23,27",4,0,153,0.15597191645836708
women,image,adults,healthy,all_race,all_published_estimate,z,unweighted,0.0007500021093737655,-0.07709478645296645,0.07858570198564054,0.9849636952256146,4,"3,16,23,27","3,16,23,27",4,0,154,0.155680488438607
all_sex,all_method,adults,healthy,all_race,all_published_estimate,z,FE,0.0007568471268888038,-0.03328244359162997,0.0347943840576317,0.9652526504931304,17,"1,2,3,4,6,9,10,11,15,16,17,18,20,23,25,26,27","1,2,3,4,6,9,10,11,15,16,17,18,20,23,25,26,27",17,0,155,0.06807682764926168
all_sex,all_method,adults,healthy,all_race,all_published_estimate,z,REML,0.0007568471268888038,-0.03328244359162997,0.0347943840576317,0.9652526504931304,17,"1,2,3,4,6,9,10,11,15,16,17,18,20,23,25,26,27","1,2,3,4,6,9,10,11,15,16,17,18,20,23,25,26,27",17,0,156,0.06807682764926168
all_sex,all_method,adults,healthy,all_race,all_published_estimate,z,RE_DL,0.0007568471268888038,-0.03328244359162997,0.0347943840576317,0.9652526504931304,17,"1,2,3,4,6,9,10,11,15,16,17,18,20,23,25,26,27","1,2,3,4,6,9,10,11,15,16,17,18,20,23,25,26,27",17,0,157,0.06807682764926168
men,all_method,all_age_group,all_sample,white,all_published_estimate,r,REML,0.0008852857836851259,-0.027390373524547595,0.02916094509191785,0.9510687392907741,18,"1,2,4,5,6,7,10,11,12,14,17,18,19,20,21,25,28,30","1,2,4,5,6,7,10,11,12,14,17,18,19,20,21,25,28,30",18,0,158,0.056551318616465444
men,all_method,all_age_group,all_sample,white,all_published_estimate,r,FE,0.0008939636557407371,-0.027338321269523028,0.029126248581004502,0.9505138954040269,18,"1,2,4,5,6,7,10,11,12,14,17,18,19,20,21,25,28,30","1,2,4,5,6,7,10,11,12,14,17,18,19,20,21,25,28,30",18,0,159,0.05646456985052753
women,image,adults,healthy,other,yes,r,unweighted,0.0010000000000000009,-0.0670160428233816,0.0690160428233816,0.9770111794426805,3,"16,23,27","16,23,27",3,0,160,0.1360320856467632
women,image,adults,healthy,other,yes,z,unweighted,0.0010000026666637993,-0.06694048079502851,0.06893125553018724,0.977019452904887,3,"16,23,27","16,23,27",3,0,161,0.13587173632521576
all_sex,all_method,adults,healthy,all_race,all_published_estimate,r,REML,0.0015168578698089618,-0.03240875141121938,0.035442467150837306,0.9301687506131079,17,"1,2,3,4,6,9,10,11,15,16,17,18,20,23,25,26,27","1,2,3,4,6,9,10,11,15,16,17,18,20,23,25,26,27",17,0,162,0.06785121856205668
all_sex,all_method,adults,healthy,all_race,all_published_estimate,r,FE,0.0015168578698089618,-0.03240875141121938,0.035442467150837306,0.9301687506131079,17,"1,2,3,4,6,9,10,11,15,16,17,18,20,23,25,26,27","1,2,3,4,6,9,10,11,15,16,17,18,20,23,25,26,27",17,0,163,0.06785121856205668
all_sex,all_method,adults,healthy,all_race,all_published_estimate,r,RE_DL,0.0015168578698089618,-0.03240875141121938,0.035442467150837306,0.9301687506131079,17,"1,2,3,4,6,9,10,11,15,16,17,18,20,23,25,26,27","1,2,3,4,6,9,10,11,15,16,17,18,20,23,25,26,27",17,0,164,0.06785121856205668
women,image,adults,all_sample,all_race,all_published_estimate,z,RE_DL,0.0017472920791586567,-0.05346129021041731,0.05694522494179017,0.9505839073778801,5,"3,16,22,23,27","3,16,22,23,27",5,0,165,0.11040651515220748
women,image,adults,all_sample,all_race,all_published_estimate,z,REML,0.0017472920791586567,-0.05346129021041731,0.05694522494179017,0.9505839073778801,5,"3,16,22,23,27","3,16,22,23,27",5,0,166,0.11040651515220748
women,image,adults,all_sample,all_race,all_published_estimate,z,FE,0.0017472920791586567,-0.05346129021041731,0.05694522494179017,0.9505839073778801,5,"3,16,22,23,27","3,16,22,23,27",5,0,167,0.11040651515220748
men,all_method,all_age_group,healthy,white,yes,r,REML,0.0017972129260626483,-0.027152128602891096,0.030746554455016395,0.9031547313123085,14,"1,6,7,10,11,12,14,17,18,20,21,25,28,30","1,6,7,10,11,12,14,17,18,20,21,25,28,30",14,0,168,0.05789868305790749
men,all_method,all_age_group,healthy,white,yes,r,FE,0.0017989897492926123,-0.027137320315471666,0.03073529981405689,0.9030160154892201,14,"1,6,7,10,11,12,14,17,18,20,21,25,28,30","1,6,7,10,11,12,14,17,18,20,21,25,28,30",14,0,169,0.057872620129528554
women,image,adults,all_sample,all_race,all_published_estimate,r,REML,0.001843448936732401,-0.05334374756707691,0.05703064544054172,0.947799968071672,5,"3,16,22,23,27","3,16,22,23,27",5,0,170,0.11037439300761863
women,image,adults,all_sample,all_race,all_published_estimate,r,RE_DL,0.001843448936732401,-0.05334374756707691,0.05703064544054172,0.947799968071672,5,"3,16,22,23,27","3,16,22,23,27",5,0,171,0.11037439300761863
women,image,adults,all_sample,all_race,all_published_estimate,r,FE,0.001843448936732401,-0.05334374756707691,0.05703064544054172,0.947799968071672,5,"3,16,22,23,27","3,16,22,23,27",5,0,172,0.11037439300761863
women,image,adults,all_sample,other,yes,z,RE_DL,0.0018486906382602134,-0.054936346032140454,0.05862180741531297,0.9491721580017081,4,"16,22,23,27","16,22,23,27",4,0,173,0.11355815344745343
women,image,adults,all_sample,other,yes,z,FE,0.0018486906382602134,-0.054936346032140454,0.05862180741531297,0.9491721580017081,4,"16,22,23,27","16,22,23,27",4,0,174,0.11355815344745343
women,image,adults,all_sample,other,yes,z,REML,0.0018486906382602134,-0.054936346032140454,0.05862180741531297,0.9491721580017081,4,"16,22,23,27","16,22,23,27",4,0,175,0.11355815344745343
men,all_method,all_age_group,all_sample,white,yes,r,REML,0.0019161714997093814,-0.026849288875902447,0.030681631875321212,0.8961231500733685,15,"1,6,7,10,11,12,14,17,18,19,20,21,25,28,30","1,6,7,10,11,12,14,17,18,19,20,21,25,28,30",15,0,176,0.05753092075122366
men,all_method,all_age_group,all_sample,white,yes,r,FE,0.0019222618475993468,-0.026795749154804573,0.030640272850003265,0.8956236807639449,15,"1,6,7,10,11,12,14,17,18,19,20,21,25,28,30","1,6,7,10,11,12,14,17,18,19,20,21,25,28,30",15,0,177,0.05743602200480784
women,image,adults,all_sample,other,yes,r,REML,0.0019501315077729564,-0.05481148119016718,0.058711744205713096,0.9463129899254478,4,"16,22,23,27","16,22,23,27",4,0,178,0.11352322539588028
women,image,adults,all_sample,other,yes,r,FE,0.0019501315077729564,-0.05481148119016718,0.058711744205713096,0.9463129899254478,4,"16,22,23,27","16,22,23,27",4,0,179,0.11352322539588028
women,image,adults,all_sample,other,yes,r,RE_DL,0.0019501315077729564,-0.05481148119016718,0.058711744205713096,0.9463129899254478,4,"16,22,23,27","16,22,23,27",4,0,180,0.11352322539588028
all_sex,all_method,adults,healthy,all_race,yes,z,FE,0.0023039566370122015,-0.032644795919645614,0.03724708189422578,0.8972265226834841,14,"1,6,9,10,11,15,16,17,18,20,23,25,26,27","1,6,9,10,11,15,16,17,18,20,23,25,26,27",14,0,181,0.06989187781387139
all_sex,all_method,adults,healthy,all_race,yes,z,RE_DL,0.0023039566370122015,-0.032644795919645614,0.03724708189422578,0.8972265226834841,14,"1,6,9,10,11,15,16,17,18,20,23,25,26,27","1,6,9,10,11,15,16,17,18,20,23,25,26,27",14,0,182,0.06989187781387139
all_sex,all_method,adults,healthy,all_race,yes,z,REML,0.002324084459272697,-0.03264376324020365,0.03728624950141626,0.8963899861482267,14,"1,6,9,10,11,15,16,17,18,20,23,25,26,27","1,6,9,10,11,15,16,17,18,20,23,25,26,27",14,0,183,0.06993001274161992
all_sex,all_method,adults,all_sample,all_race,all_published_estimate,z,REML,0.003057547212455157,-0.029996818539865733,0.03610523295484604,0.8561722056766918,20,"1,2,3,4,5,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27","1,2,3,4,5,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27",20,0,184,0.06610205149471177
all_sex,all_method,adults,all_sample,all_race,all_published_estimate,z,RE_DL,0.003057547212455157,-0.029996818539865733,0.03610523295484604,0.8561722056766918,20,"1,2,3,4,5,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27","1,2,3,4,5,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27",20,0,185,0.06610205149471177
all_sex,all_method,adults,all_sample,all_race,all_published_estimate,z,FE,0.003057547212455157,-0.029996818539865733,0.03610523295484604,0.8561722056766918,20,"1,2,3,4,5,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27","1,2,3,4,5,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27",20,0,186,0.06610205149471177
all_sex,all_method,adults,healthy,all_race,yes,r,RE_DL,0.003105120385667331,-0.0317225290055201,0.03793276977685475,0.8612807620054697,14,"1,6,9,10,11,15,16,17,18,20,23,25,26,27","1,6,9,10,11,15,16,17,18,20,23,25,26,27",14,0,187,0.06965529878237485
all_sex,all_method,adults,healthy,all_race,yes,r,FE,0.003105120385667331,-0.0317225290055201,0.03793276977685475,0.8612807620054697,14,"1,6,9,10,11,15,16,17,18,20,23,25,26,27","1,6,9,10,11,15,16,17,18,20,23,25,26,27",14,0,188,0.06965529878237485
all_sex,all_method,adults,healthy,all_race,yes,r,REML,0.0031294563968076883,-0.03172056455077828,0.03797947734439365,0.8602935334690632,14,"1,6,9,10,11,15,16,17,18,20,23,25,26,27","1,6,9,10,11,15,16,17,18,20,23,25,26,27",14,0,189,0.06970004189517193
men,image,all_age_group,all_sample,white,all_published_estimate,z,REML,0.0033440601045462964,-0.02812728004292941,0.03480877735507737,0.8350633557644528,14,"2,4,5,6,7,10,11,12,14,18,21,25,28,30","2,4,5,6,7,10,11,12,14,18,21,25,28,30",14,0,190,0.06293605739800678
men,image,all_age_group,healthy,white,all_published_estimate,z,REML,0.0033478223611958127,-0.0284373231581941,0.03512620466457577,0.8364883909713153,13,"2,4,6,7,10,11,12,14,18,21,25,28,30","2,4,6,7,10,11,12,14,18,21,25,28,30",13,0,191,0.06356352782276987
men,image,all_age_group,all_sample,white,all_published_estimate,z,RE_DL,0.00338151797581289,-0.027931562225392254,0.034687968287667334,0.8324118735043164,14,"2,4,5,6,7,10,11,12,14,18,21,25,28,30","2,4,5,6,7,10,11,12,14,18,21,25,28,30",14,0,192,0.06261953051305959
men,image,all_age_group,all_sample,white,all_published_estimate,z,FE,0.00338151797581289,-0.027931562225392254,0.034687968287667334,0.8324118735043164,14,"2,4,5,6,7,10,11,12,14,18,21,25,28,30","2,4,5,6,7,10,11,12,14,18,21,25,28,30",14,0,193,0.06261953051305959
men,image,all_age_group,healthy,white,all_published_estimate,z,FE,0.003401458532684338,-0.028154180632549614,0.03495032501189255,0.8327154797780597,13,"2,4,6,7,10,11,12,14,18,21,25,28,30","2,4,6,7,10,11,12,14,18,21,25,28,30",13,0,194,0.06310450564444216
men,image,all_age_group,healthy,white,all_published_estimate,z,RE_DL,0.003401458532684338,-0.028154180632549614,0.03495032501189255,0.8327154797780597,13,"2,4,6,7,10,11,12,14,18,21,25,28,30","2,4,6,7,10,11,12,14,18,21,25,28,30",13,0,195,0.06310450564444216
men,image,all_age_group,healthy,white,yes,z,RE_DL,0.0036240042452901867,-0.04093212663811837,0.048165750485049195,0.873405844234862,11,"6,7,10,11,12,14,18,21,25,28,30","6,7,10,11,12,14,18,21,25,28,30",11,0,196,0.08909787712316757
men,all_method,adults,healthy,all_race,all_published_estimate,z,FE,0.0036312800037950287,-0.03885671829204795,0.0461061715799756,0.8670286885968894,13,"1,2,4,6,9,10,11,15,17,18,20,25,26","1,2,4,6,9,10,11,15,17,18,20,25,26",13,0,197,0.08496288987202355
men,all_method,adults,healthy,all_race,all_published_estimate,z,RE_DL,0.0036312800037950287,-0.03885671829204795,0.0461061715799756,0.8670286885968894,13,"1,2,4,6,9,10,11,15,17,18,20,25,26","1,2,4,6,9,10,11,15,17,18,20,25,26",13,0,198,0.08496288987202355
men,all_method,adults,all_sample,all_race,all_published_estimate,z,RE_DL,0.0037881727975640194,-0.03745895973277952,0.045022419336588855,0.8572082300530939,15,"1,2,4,5,6,9,10,11,15,17,18,19,20,25,26","1,2,4,5,6,9,10,11,15,17,18,19,20,25,26",15,0,199,0.08248137906936837
men,all_method,adults,all_sample,all_race,all_published_estimate,z,FE,0.0037881727975640194,-0.03745895973277952,0.045022419336588855,0.8572082300530939,15,"1,2,4,5,6,9,10,11,15,17,18,19,20,25,26","1,2,4,5,6,9,10,11,15,17,18,19,20,25,26",15,0,200,0.08248137906936837
all_sex,all_method,adults,all_sample,all_race,all_published_estimate,r,FE,0.0037950237236931477,-0.029145657809255675,0.03673570525664197,0.8213545230924229,20,"1,2,3,4,5,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27","1,2,3,4,5,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27",20,0,201,0.06588136306589765
all_sex,all_method,adults,all_sample,all_race,all_published_estimate,r,REML,0.0037950237236931477,-0.029145657809255675,0.03673570525664197,0.8213545230924229,20,"1,2,3,4,5,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27","1,2,3,4,5,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27",20,0,202,0.06588136306589765
all_sex,all_method,adults,all_sample,all_race,all_published_estimate,r,RE_DL,0.0037950237236931477,-0.029145657809255675,0.03673570525664197,0.8213545230924229,20,"1,2,3,4,5,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27","1,2,3,4,5,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27",20,0,203,0.06588136306589765
all_sex,image,adults,healthy,all_race,all_published_estimate,z,RE_DL,0.0044389511561973025,-0.035371736937749074,0.044235573437876576,0.8270713640451344,13,"2,3,4,6,10,11,15,16,18,23,25,26,27","2,3,4,6,10,11,15,16,18,23,25,26,27",13,0,204,0.07960731037562566
all_sex,image,adults,healthy,all_race,all_published_estimate,z,FE,0.0044389511561973025,-0.035371736937749074,0.044235573437876576,0.8270713640451344,13,"2,3,4,6,10,11,15,16,18,23,25,26,27","2,3,4,6,10,11,15,16,18,23,25,26,27",13,0,205,0.07960731037562566
all_sex,image,adults,healthy,all_race,all_published_estimate,z,REML,0.0044389511561973025,-0.035371736937749074,0.044235573437876576,0.8270713640451344,13,"2,3,4,6,10,11,15,16,18,23,25,26,27","2,3,4,6,10,11,15,16,18,23,25,26,27",13,0,206,0.07960731037562566
all_sex,image,adults,healthy,all_race,all_published_estimate,r,RE_DL,0.004450009910612458,-0.035306717654321855,0.04420673747554677,0.8263534945484189,13,"2,3,4,6,10,11,15,16,18,23,25,26,27","2,3,4,6,10,11,15,16,18,23,25,26,27",13,0,207,0.07951345512986863
all_sex,image,adults,healthy,all_race,all_published_estimate,r,REML,0.004450009910612458,-0.035306717654321855,0.04420673747554677,0.8263534945484189,13,"2,3,4,6,10,11,15,16,18,23,25,26,27","2,3,4,6,10,11,15,16,18,23,25,26,27",13,0,208,0.07951345512986863
all_sex,image,adults,healthy,all_race,all_published_estimate,r,FE,0.004450009910612458,-0.035306717654321855,0.04420673747554677,0.8263534945484189,13,"2,3,4,6,10,11,15,16,18,23,25,26,27","2,3,4,6,10,11,15,16,18,23,25,26,27",13,0,209,0.07951345512986863
all_sex,all_method,adults,all_sample,all_race,yes,z,FE,0.004674803862719311,-0.02951819167775424,0.03885687146174689,0.788778469306519,16,"1,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27","1,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27",16,0,210,0.06837506313950113
all_sex,all_method,adults,all_sample,all_race,yes,z,REML,0.004674803862719311,-0.02951819167775424,0.03885687146174689,0.788778469306519,16,"1,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27","1,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27",16,0,211,0.06837506313950113
all_sex,all_method,adults,all_sample,all_race,yes,z,RE_DL,0.004674803862719311,-0.02951819167775424,0.03885687146174689,0.788778469306519,16,"1,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27","1,6,9,10,11,15,16,17,18,19,20,22,23,25,26,27",16,0,212,0.06837506313950113
all_sex,image,adults,healthy,all_race,all_published_estimate,r,unweighted,0.004730769230769235,-0.05064567871867271,0.06010721718021118,0.8670252055924903,13,"2,3,4,6,10,11,15,16,18,23,25,26,27","2,3,4,6,10,11,15,16,18,23,25,26,27",13,0,213,0.11075289589888389
all_sex,image,adults,healthy,all_race,all_published_estimate,z,unweighted,0.004740047884252959,-0.05071979934060152,0.060170750949378085,0.8670678491841012,13,"2,3,4,6,10,11,15,16,18,23,25,26,27","2,3,4,6,10,11,15,16,18,23,25,26,27",13,0,214,0.1108905502899796
men,image,all_age_group,healthy,white,yes,z,REML,0.004751106551261782,-0.027243726333300845,0.036736215048607974,0.771060909592999,11,"6,7,10,11,12,14,18,21,25,28,30","6,7,10,11,12,14,18,21,25,28,30",11,0,215,0.06397994138190882
men,image,all_age_group,healthy,white,yes,z,FE,0.004753622833183533,-0.027224374205228524,0.03672190057069588,0.7708257458524181,11,"6,7,10,11,12,14,18,21,25,28,30","6,7,10,11,12,14,18,21,25,28,30",11,0,216,0.0639462747759244
men,all_method,adults,healthy,all_race,all_published_estimate,r,RE_DL,0.004785663735868812,-0.037494740421610676,0.0470660678933483,0.8244339524268248,13,"1,2,4,6,9,10,11,15,17,18,20,25,26","1,2,4,6,9,10,11,15,17,18,20,25,26",13,0,217,0.08456080831495898
men,all_method,adults,healthy,all_race,all_published_estimate,r,FE,0.004785663735868812,-0.037494740421610676,0.0470660678933483,0.8244339524268248,13,"1,2,4,6,9,10,11,15,17,18,20,25,26","1,2,4,6,9,10,11,15,17,18,20,25,26",13,0,218,0.08456080831495898
men,all_method,all_age_group,healthy,all_race,all_published_estimate,z,FE,0.004794104074783655,-0.02194597476170207,0.031527328637211006,0.7253267572391268,19,"1,2,4,6,7,9,10,11,12,14,15,17,18,20,21,25,26,28,30","1,2,4,6,7,9,10,11,12,14,15,17,18,20,21,25,26,28,30",19,0,219,0.053473303398913076
men,all_method,all_age_group,healthy,all_race,all_published_estimate,z,REML,0.00479451269980189,-0.021981658927011333,0.03156381095346717,0.7256597295953058,19,"1,2,4,6,7,9,10,11,12,14,15,17,18,20,21,25,26,28,30","1,2,4,6,7,9,10,11,12,14,15,17,18,20,21,25,26,28,30",19,0,220,0.05354546988047851
men,all_method,all_age_group,all_sample,all_race,all_published_estimate,z,FE,0.004830966552297072,-0.021591386455473285,0.031246575735203615,0.7201117658097707,21,"1,2,4,5,6,7,9,10,11,12,14,15,17,18,19,20,21,25,26,28,30","1,2,4,5,6,7,9,10,11,12,14,15,17,18,19,20,21,25,26,28,30",21,0,221,0.0528379621906769
men,all_method,all_age_group,all_sample,all_race,all_published_estimate,z,REML,0.0048309986584211565,-0.02159376607341995,0.03124901828958441,0.7201344624586121,21,"1,2,4,5,6,7,9,10,11,12,14,15,17,18,19,20,21,25,26,28,30","1,2,4,5,6,7,9,10,11,12,14,15,17,18,19,20,21,25,26,28,30",21,0,222,0.05284278436300436
men,all_method,adults,all_sample,all_race,all_published_estimate,r,FE,0.00487515131478076,-0.03618147531630738,0.0459317779458689,0.8159708398614668,15,"1,2,4,5,6,9,10,11,15,17,18,19,20,25,26","1,2,4,5,6,9,10,11,15,17,18,19,20,25,26",15,0,223,0.08211325326217628
men,all_method,adults,all_sample,all_race,all_published_estimate,r,RE_DL,0.00487515131478076,-0.03618147531630738,0.0459317779458689,0.8159708398614668,15,"1,2,4,5,6,9,10,11,15,17,18,19,20,25,26","1,2,4,5,6,9,10,11,15,17,18,19,20,25,26",15,0,224,0.08211325326217628
men,all_method,all_age_group,all_sample,all_race,all_published_estimate,z,RE_DL,0.005013874574340944,-0.023830402292822832,0.0338498106341891,0.7333738298268082,21,"1,2,4,5,6,7,9,10,11,12,14,15,17,18,19,20,21,25,26,28,30","1,2,4,5,6,7,9,10,11,12,14,15,17,18,19,20,21,25,26,28,30",21,0,225,0.057680212927011934
