"rank","obs","boot_lb","boot_ub"
1,-0.0468361385395849,-0.213264340313583,-0.0266698306331664
2,-0.0468361385395849,-0.210088888485962,-0.026667081336507
3,-0.046836138539222,-0.210088888485962,-0.0244238706063853
4,-0.046836138539222,-0.210088888471596,-0.0244214521756718
5,-0.0286127674701596,-0.17732014903757,-0.015599567165587
6,-0.0286127674701596,-0.175482524758105,-0.015598915229309
7,-0.0286127674656533,-0.175482524757659,-0.0127465484146801
8,-0.0286127674656533,-0.17548252469536,-0.0127458542575715
9,-0.0278393545277427,-0.144746838954228,-0.00789996766906715
10,-0.0278393545277427,-0.144610777913153,-0.00789986661569964
11,-0.027839354524302,-0.134282620542053,-0.00530182686260611
12,-0.027839354524302,-0.133829384140818,-0.00530177618252855
13,-0.0275481999588583,-0.12693228313276,-0.00398697212126756
14,-0.0275481999588583,-0.126254626306589,-0.00398696305813783
15,-0.024496976829918,-0.126254625434511,-0.00201412067351925
16,-0.024496976829918,-0.126254625434511,-0.00201412038320857
17,-0.0200317257211575,-0.102655275700469,-0.00105853784793363
18,-0.0200317257211575,-0.102353790859416,-0.00105853656943385
19,-0.0200317257209019,-0.101575917068467,-0.000402142278889515
20,-0.0200317257209019,-0.10157591702657,-0.000402142278889515
21,-0.0190485239185648,-0.0978877270369883,0.000627557869667976
22,-0.0190485239185648,-0.0975760633576994,0.000627558614954812
23,-0.0190485238831306,-0.0967247452586572,0.00132864378093033
24,-0.0190485238831306,-0.0967247452586572,0.00132864571774153
25,-0.0181552185312582,-0.0839847956540697,0.00249806006240933
26,-0.0181552185312582,-0.0837861324096117,0.00249806190732194
27,-0.0181552184932564,-0.0816607719722535,0.00281422135294903
28,-0.0181552184932564,-0.0816607716517629,0.0028142288115952
29,-0.0168934564895388,-0.0725709938937193,0.00484452213397677
30,-0.0168934564895388,-0.0724433620935901,0.00484452213397677
31,-0.0168934564388988,-0.0724433618688177,0.00583530130816258
32,-0.0168934564388988,-0.0724433618688177,0.00583531019851734
33,-0.0168895142924559,-0.064211905267084,0.00591776554761353
34,-0.0168895142924559,-0.0641237644623989,0.00591785406166878
35,-0.0168402856139696,-0.0631506629926959,0.00620406705162051
36,-0.0168402856139696,-0.0631142306309862,0.00620406708297412
37,-0.0161655109215596,-0.0629005914555908,0.0071552040521858
38,-0.0161655109215596,-0.0628539068839549,0.00715537117370114
39,-0.0161655109078208,-0.062510288924061,0.00821432037125826
40,-0.0161655109078208,-0.0624752620386691,0.00821456363734516
41,-0.015516861274392,-0.0615844046557445,0.00853270970659029
42,-0.015516861274392,-0.0615414918613874,0.00853272863023859
43,-0.0155168608271597,-0.0614559631041828,0.00890679737283608
44,-0.0155168608271597,-0.0614213754492761,0.00890708218774853
45,-0.012529151994366,-0.0608023991748838,0.00911793853517562
46,-0.012529151994366,-0.0607620228015678,0.00911828328744967
47,-0.00804094023180738,-0.0605547331527701,0.00985697739028645
48,-0.00804094023180738,-0.0605210151783098,0.00985703462475927
